ID  ? t  f
6248 1 5 0
6249 1 5 0
6250 0 1 5
6251 1 5 0
6252 1 5 0
6253 1 5 0
6254 1 5 0
6255 1 5 0
6256 1 5 0
6257 0 0 5
6258 1 5 0
6259 0 1 4
6260 1 5 0
6261 0 0 5
6262 0 2 3
6263 1 5 0
6264 1 5 0
6265 0 1 4
6266 0 0 5
6267 1 5 0
6268 1 5 0
6269 0 0 6
6270 0 0 5
6271 1 5 0
6272 1 5 0
6273 1 7 0
6274 1 5 0
6275 1 5 0
6276 1 5 0
6277 1 5 0
6278 1 5 0
6279 0 0 5
6280 0 1 5
6281 1 5 0
6282 0 0 5
6283 1 5 0
6284 1 5 0
6285 0 0 5
6286 1 5 0
6287 0 0 5
6288 0 0 5
6289 1 5 0
6290 0 2 3
6291 1 5 0
6292 1 5 0
6293 1 5 0
6294 1 5 0
6295 1 3 2
6296 1 5 0
6297 1 5 0
6298 0 1 4
6299 0 0 5
6300 1 4 1
6301 0 0 5
6302 1 5 0
6303 1 5 0
6304 1 4 1
6305 1 5 0
6306 0 1 4
6307 1 3 2
6308 1 5 0
6309 1 5 0
6310 1 5 0
6311 0 0 5
6312 0 0 5
6313 1 5 0
6314 1 5 0
6315 1 5 0
6316 1 5 0
6317 0 0 5
6318 1 5 0
6319 0 2 3
6320 0 1 4
6321 1 5 0
6322 0 1 4
6323 1 4 1
6324 1 5 0
6325 0 0 5
6326 0 0 5
6327 0 2 3
6328 1 5 0
6329 0 1 4
6330 0 0 5
6331 1 4 1
6332 1 5 0
6333 0 2 3
6334 1 5 0
6335 1 5 0
6336 1 5 0
6337 0 1 4
6338 0 2 3
6339 1 4 1
6340 0 2 4
6341 0 0 5
6342 1 5 0
6343 0 1 4
6344 0 2 3
6345 0 2 3
6346 1 5 0
6347 1 5 0
6348 1 5 0
6349 1 5 0
6350 1 5 0
6351 1 5 0
6352 1 5 0
6353 1 5 0
6354 0 0 5
6355 1 3 2
6356 1 5 0
6357 1 5 0
6358 0 1 4
6359 0 0 5
6360 1 5 0
6361 0 0 5
6362 1 5 0
6363 0 0 5
6364 1 5 0
6365 1 5 0
6366 1 5 0
6367 0 0 6
6368 1 5 0
6369 1 5 0
6370 1 5 0
6371 1 5 0
6372 0 1 4
6373 1 5 0
6374 1 6 0
6375 1 5 0
6376 1 5 0
6377 1 5 0
6378 1 5 0
6379 0 2 3
6380 0 1 4
6381 0 2 3
6382 1 5 0
6383 0 1 4
6384 1 5 0
6385 1 5 0
6386 1 5 0
6387 1 5 0
6388 1 5 0
6389 0 2 3
6390 1 5 0
6391 0 0 5
6392 0 0 5
6393 1 5 0
6394 1 5 0
6395 1 5 0
6396 1 5 0
6397 1 5 0
6398 1 6 0
6399 0 2 3
6400 1 4 2
6401 1 5 0
6402 1 5 0
6403 0 0 5
6404 0 0 5
6405 0 0 6
6406 1 3 2
6407 1 5 0
6408 0 2 3
6409 1 5 0
6410 0 1 4
6411 1 5 0
6412 1 5 0
6413 1 3 2
6414 1 5 0
6415 0 0 5
6416 0 2 4
6417 1 5 0
6418 0 0 5
6419 1 5 0
6420 1 4 1
6421 0 0 5
6422 1 5 0
6423 0 0 6
6424 0 0 5
6425 0 1 4
6426 1 4 1
6427 0 0 4
6428 1 5 0
6429 0 0 5
6430 0 0 5
6431 0 1 4
6432 1 5 0
6433 1 5 0
6434 0 0 5
6435 0 2 3
6436 1 5 0
6437 1 5 0
6438 0 0 5
6439 0 1 4
6440 0 0 5
6441 1 5 0
6442 0 0 5
6443 1 5 0
6444 1 5 0
6445 1 5 0
6446 0 1 4
6447 1 5 0
6448 1 5 0
6449 1 5 0
6450 0 0 5
6451 1 5 0
6452 0 1 4
6453 1 6 0
6454 0 0 5
6455 1 5 0
6456 1 5 0
6457 1 5 0
6458 0 0 5
6459 0 0 5
6460 1 5 0
6461 1 5 0
6462 1 5 0
6463 1 6 0
6464 0 1 4
6465 1 5 0
6466 1 5 0
6467 1 3 2
6468 1 5 0
6469 0 0 5
6470 1 5 0
6471 1 5 0
6472 1 5 0
6473 1 5 0
6474 0 0 5
6475 0 0 5
6476 0 2 3
6477 0 1 4
6478 1 5 0
6479 1 5 0
6480 1 5 0
6481 1 5 0
6482 0 0 5
6483 0 1 4
6484 0 1 4
6485 1 5 0
6486 0 0 5
6487 1 5 0
6488 0 1 5
6489 1 4 1
6490 1 5 0
6491 1 5 0
6492 0 0 5
6493 1 4 1
6494 0 1 4
6495 1 5 0
6496 1 5 0
6497 1 5 0
6498 1 6 0
6499 0 1 4
6500 1 5 0
6501 0 0 5
6502 1 5 0
6503 1 5 0
6504 1 5 1
6505 1 5 0
6506 0 0 5
6507 1 5 0
6508 1 5 0
6509 0 1 4
6510 1 5 0
6511 1 5 0
6512 1 5 0
6513 1 5 0
6514 0 3 4
6515 0 0 5
6516 1 5 0
6517 0 0 5
6518 0 1 4
6519 1 5 0
6520 1 6 0
6521 1 5 0
6522 1 5 0
6523 1 5 0
6524 1 5 0
6525 1 5 0
6526 1 4 1
6527 1 5 0
6528 1 3 2
6529 1 5 0
6530 0 0 5
6531 1 6 0
6532 1 4 1
6533 1 5 0
6534 0 0 5
6535 1 5 0
6536 1 4 1
6537 1 3 2
6538 0 0 5
6539 1 4 1
6540 1 5 0
6541 0 2 3
6542 1 3 2
6543 1 5 0
6544 1 5 0
6545 1 5 0
6546 0 1 4
6547 1 5 0
6548 1 5 0
6549 1 5 0
6550 1 5 0
6551 0 0 5
6552 0 0 5
6553 0 0 5
6554 0 0 5
6555 0 2 3
6556 1 5 0
6557 0 0 5
6558 1 5 0
6559 0 2 3
6560 1 5 0
6561 1 5 0
6562 1 5 0
6563 1 5 0
6564 1 4 2
6565 1 5 0
6566 0 1 4
6567 0 2 3
6568 1 5 0
6569 1 5 0
6570 1 5 0
6571 0 1 4
6572 1 5 0
6573 0 2 3
6574 0 0 4
6575 1 3 2
6576 0 1 4
6577 1 5 0
6578 1 5 0
6579 0 0 5
6580 0 0 5
6581 0 2 3
6582 1 5 0
6583 0 0 5
6584 0 0 5
6585 1 5 0
6586 0 0 5
6587 0 0 5
6588 1 3 2
6589 1 5 0
6590 0 1 3
6591 1 4 1
6592 0 1 4
6593 1 5 0
6594 1 5 0
6595 1 5 0
6596 1 3 2
6597 1 5 0
6598 1 5 0
6599 1 6 0
6600 1 5 0
6601 1 5 0
6602 1 4 1
6603 0 0 6
6604 0 2 3
6605 1 5 0
6606 1 5 0
6607 0 1 4
6608 0 0 5
6609 0 1 4
6610 0 0 5
6611 1 5 0
6612 1 5 0
6613 1 5 0
6614 0 1 4
6615 0 0 5
6616 0 2 3
6617 0 0 6
6618 0 0 5
6619 1 3 2
6620 0 0 5
6621 1 5 0
6622 1 5 0
6623 0 0 5
6624 0 0 5
6625 1 5 0
6626 1 5 0
6627 0 0 4
6628 0 1 4
6629 1 5 0
6630 1 5 0
6631 1 5 0
6632 0 0 8
6633 1 6 0
6634 0 0 5
6635 1 5 0
6636 1 5 0
6637 0 0 5
6638 1 5 0
6639 1 5 0
6640 0 0 5
6641 1 5 0
6642 0 2 3
6643 1 5 0
6644 1 5 0
6645 1 6 0
6646 0 0 5
6647 1 5 0
6648 1 5 0
6649 0 2 3
6650 1 6 0
6651 1 6 0
6652 1 5 0
6653 0 0 5
6654 0 0 5
6655 0 0 5
6656 1 5 0
6657 1 5 0
6658 1 4 1
6659 0 2 3
6660 0 1 4
6661 1 5 0
6662 1 5 0
6663 0 0 6
6664 0 2 4
6665 1 5 0
6666 1 5 0
6667 0 2 3
6668 1 5 0
6669 1 5 0
6670 0 0 5
6671 1 4 0
6672 1 5 0
6673 1 5 0
6674 1 5 0
6675 0 1 4
6676 1 5 0
6677 1 4 1
6678 1 5 0
6679 1 5 0
6680 0 1 4
6681 1 4 1
6682 1 5 0
6683 0 2 3
6684 0 2 3
6685 1 5 0
6686 0 0 5
6687 1 5 0
6688 1 5 0
6689 1 5 0
6690 0 1 4
6691 1 5 0
6692 1 5 0
6693 1 5 1
6694 0 0 5
6695 1 5 0
6696 1 4 1
6697 1 5 0
6698 0 0 5
6699 1 5 0
6700 1 5 0
6701 1 5 0
6702 1 5 0
6703 1 5 0
6704 1 5 0
6705 1 5 0
6706 1 3 2
6707 0 2 3
6708 1 5 0
6709 1 5 0
6710 0 0 5
6711 1 5 0
6712 0 2 3
6713 1 5 0
6714 1 5 0
6715 1 5 0
6716 1 5 0
6717 1 5 0
6718 0 0 5
6719 0 0 4
6720 0 1 4
6721 0 0 5
6722 0 1 4
6723 1 3 2
6724 1 4 1
6725 0 0 5
6726 1 5 0
6727 1 6 0
6728 1 5 0
6729 1 6 0
6730 1 5 0
6731 0 0 5
6732 1 5 0
6733 1 5 0
6734 1 5 0
6735 0 0 5
6736 0 0 5
6737 1 5 0
6738 0 2 3
6739 1 5 0
6740 0 0 5
6741 0 0 5
6742 1 4 1
6743 0 1 4
6744 0 0 4
6745 0 2 3
6746 1 5 0
6747 0 0 5
6748 1 5 0
6749 1 7 0
6750 1 5 0
6751 0 1 4
6752 0 1 4
6753 0 1 4
6754 1 5 0
6755 1 5 0
6756 0 1 4
6757 1 6 0
6758 1 3 2
6759 0 0 5
6760 1 6 0
6761 1 4 1
6762 0 0 5
6763 0 0 5
6764 1 5 0
6765 1 5 0
6766 0 1 4
6767 0 2 3
6768 1 5 0
6769 1 5 0
6770 0 1 4
6771 0 0 5
6772 1 5 0
6773 1 5 0
6774 1 5 0
6775 1 4 1
6776 0 2 3
6777 1 5 0
6778 0 0 5
6779 1 5 0
6780 0 1 4
6781 1 5 0
6782 1 5 0
6783 1 5 0
6784 1 5 0
6785 1 5 0
6786 1 5 0
6787 1 5 0
6788 0 1 5
6789 1 4 1
6790 1 5 0
6791 1 5 0
6792 0 2 4
6793 0 2 3
6794 1 5 0
6795 0 1 4
6796 1 5 0
6797 0 0 5
6798 1 3 2
6799 0 2 3
6800 1 5 0
6801 0 0 5
6802 0 1 4
6803 1 3 2
6804 0 0 5
6805 0 0 5
6806 0 0 5
6807 1 5 0
6808 1 3 2
6809 1 6 0
6810 1 5 0
6811 1 5 0
6812 0 0 5
6813 0 1 4
6814 1 5 0
6815 1 5 0
6816 1 5 0
6817 1 5 0
6818 0 0 5
6819 1 5 0
6820 1 5 0
6821 1 5 0
6822 1 5 0
6823 0 0 5
6824 1 3 2
6825 1 5 0
6826 0 0 4
6827 0 1 4
6828 1 5 0
6829 0 1 5
6830 0 2 3
6831 0 0 5
6832 1 3 2
6833 0 1 4
6834 0 1 4
6835 0 0 6
6836 1 5 0
6837 0 0 6
6838 1 5 0
6839 0 0 5
6840 1 5 0
6841 1 5 0
6842 1 5 0
6843 0 1 4
6844 1 5 0
6845 1 5 0
6846 1 5 0
6847 1 5 0
6848 0 0 5
6849 1 5 0
6850 1 5 0
6851 0 0 5
6852 0 2 3
6853 0 1 4
6854 0 0 4
6855 1 5 0
6856 1 4 1
6857 1 5 0
6858 1 5 0
6859 1 5 0
6860 0 0 5
6861 0 1 4
6862 1 5 0
6863 1 5 0
6864 0 0 5
6865 1 5 0
6866 0 0 5
6867 1 3 2
6868 0 1 4
6869 0 0 5
6870 0 2 3
6871 1 5 0
6872 0 1 4
6873 1 5 0
6874 0 0 5
6875 0 0 5
6876 0 0 5
6877 1 4 1
6878 1 5 0
6879 1 3 2
6880 0 2 3
6881 0 2 3
6882 1 5 0
6883 1 5 0
6884 1 5 0
6885 1 5 0
6886 1 5 0
6887 1 5 0
6888 0 0 5
6889 1 5 0
6890 1 3 2
6891 1 5 0
6892 1 5 0
6893 1 5 0
6894 0 0 5
6895 1 5 0
6896 1 5 0
6897 1 4 1
6898 1 4 1
6899 0 2 4
6900 0 0 5
6901 1 5 0
6902 0 0 5
6903 1 4 1
6904 1 5 0
6905 0 2 3
6906 1 5 0
6907 1 5 0
6908 1 5 0
6909 1 5 0
6910 1 5 0
6911 1 5 0
6912 0 1 4
6913 1 5 0
6914 0 0 5
6915 1 5 0
6916 1 5 0
6917 1 5 0
6918 0 0 5
6919 0 0 5
6920 1 5 0
6921 0 0 5
6922 0 0 5
6923 1 5 0
6924 1 4 1
6925 1 5 0
6926 1 5 0
6927 1 5 0
6928 1 5 0
6929 1 5 0
6930 1 5 0
6931 0 1 4
6932 1 6 0
6933 1 5 0
6934 1 5 0
6935 1 5 0
6936 1 4 1
6937 1 5 0
6938 1 5 0
6939 1 5 0
6940 0 0 5
6941 1 5 0
6942 0 2 3
6943 1 5 0
6944 1 5 0
6945 0 2 3
6946 0 0 5
6947 0 1 4
6948 1 5 0
6949 1 5 0
6950 1 5 0
6951 1 5 0
6952 1 5 0
6953 1 5 0
6954 1 5 0
6955 1 5 0
6956 1 5 0
6957 1 5 0
6958 1 3 2
6959 1 4 1
6960 0 0 5
6961 1 5 0
6962 1 5 0
6963 1 5 0
6964 0 2 3
6965 0 0 5
6966 0 2 3
6967 0 0 5
6968 0 1 4
6969 1 5 0
6970 0 0 5
6971 1 4 1
6972 1 5 0
6973 0 0 6
6974 0 0 5
6975 1 5 0
6976 1 5 0
6977 1 5 0
6978 0 0 5
6979 0 1 4
6980 0 1 4
6981 1 5 0
6982 0 0 5
6983 1 6 0
6984 1 5 0
6985 0 1 4
6986 1 3 2
6987 0 2 4
6988 1 5 0
6989 0 1 4
6990 1 5 0
6991 1 5 0
6992 1 5 0
6993 1 3 2
6994 0 1 4
6995 0 1 4
6996 0 1 5
6997 0 1 4
6998 1 5 0
6999 1 3 2
7000 1 5 0
7001 1 6 0
7002 1 5 0
7003 0 1 5
7004 0 1 4
7005 1 5 0
7006 1 5 0
7007 1 3 2
7008 1 5 0
7009 1 3 2
7010 1 5 0
7011 1 4 1
7012 1 3 2
7013 0 0 5
7014 0 1 4
7015 0 1 4
7016 1 5 0
7017 0 2 3
7018 0 0 5
7019 1 5 0
7020 0 0 5
7021 0 1 4
7022 1 5 0
7023 1 5 0
7024 1 5 0
7025 1 5 0
7026 1 5 0
7027 1 4 1
7028 1 5 0
7029 1 5 0
7030 0 2 3
7031 1 5 0
7032 1 5 0
7033 1 5 0
7034 1 4 1
7035 0 0 5
7036 1 5 0
7037 1 5 0
7038 1 5 0
7039 0 0 5
7040 1 5 0
7041 1 6 0
7042 1 5 0
7043 1 5 0
7044 1 6 0
7045 1 5 0
7046 0 0 5
7047 1 5 0
7048 1 5 0
7049 1 3 2
7050 1 5 0
7051 0 2 3
7052 1 5 0
7053 1 5 0
7054 1 5 0
7055 1 5 0
7056 1 5 0
7057 0 0 5
7058 1 4 1
7059 0 0 5
7060 1 4 1
7061 1 5 1
7062 1 5 0
7063 1 5 0
7064 0 1 4
7065 0 0 6
7066 1 4 1
7067 0 1 4
7068 0 0 5
7069 1 5 0
7070 1 5 0
7071 0 1 4
7072 0 0 5
7073 0 1 4
7074 1 5 0
7075 1 4 1
7076 0 0 5
7077 1 3 2
7078 1 5 0
7079 0 2 3
7080 1 5 0
7081 1 5 0
7082 0 1 4
7083 0 1 4
7084 1 4 1
7085 0 2 3
7086 0 0 5
7087 1 6 0
7088 0 1 4
7089 1 5 0
7090 1 5 0
7091 1 6 0
7092 1 5 0
7093 1 5 0
7094 1 6 0
7095 0 0 5
7096 1 5 0
7097 1 3 2
7098 0 0 5
7099 0 0 5
7100 0 1 4
7101 1 5 0
7102 0 0 5
7103 1 5 0
7104 1 5 0
7105 1 5 0
7106 1 5 0
7107 1 5 0
7108 0 0 5
7109 0 1 4
7110 1 5 0
7111 1 4 1
7112 0 0 5
7113 1 6 0
7114 1 5 0
7115 1 3 2
7116 1 3 2
7117 1 5 0
7118 1 5 0
7119 1 5 0
7120 1 5 0
7121 1 5 0
7122 1 4 1
7123 1 5 0
7124 0 2 3
7125 1 5 0
7126 1 6 0
7127 1 4 1
7128 0 0 5
7129 1 5 0
7130 1 5 0
7131 0 2 3
7132 0 1 4
7133 1 5 0
7134 1 5 0
7135 0 1 4
7136 1 5 0
7137 1 5 0
7138 1 6 0
7139 0 1 4
7140 1 5 0
7141 1 5 0
7142 0 0 5
7143 0 2 3
7144 1 5 0
7145 0 1 4
7146 0 0 5
7147 0 1 4
7148 1 5 0
7149 1 6 0
7150 1 5 0
7151 0 0 5
7152 1 5 0
7153 1 5 0
7154 1 5 0
7155 0 1 4
7156 0 1 5
7157 0 1 4
7158 0 0 5
7159 0 0 5
7160 1 3 2
7161 1 5 0
7162 0 1 4
7163 0 0 5
7164 1 5 0
7165 1 5 0
7166 1 5 0
7167 1 5 0
7168 1 5 0
7169 1 5 0
7170 0 1 4
7171 0.5 2 2
7172 1 4 1
7173 1 5 0
7174 1 5 0
7175 0 0 5
7176 0 1 5
7177 1 5 0
7178 0 0 5
7179 0 1 4
7180 1 5 0
7181 1 5 0
7182 1 5 0
7183 0 1 5
7184 0 2 3
7185 1 5 0
7186 1 5 0
7187 1 5 0
7188 0 0 5
7189 1 6 0
7190 0 0 6
7191 0 0 6
7192 1 5 0
7193 1 4 1
7194 1 5 0
7195 1 5 0
7196 1 5 0
7197 1 6 0
7198 1 5 0
7199 1 5 0
7200 0 2 3
7201 1 5 0
7202 1 5 0
7203 1 5 0
7204 1 5 0
7205 0 2 3
7206 1 5 0
7207 1 5 0
7208 0 0 5
7209 1 5 0
7210 1 5 0
7211 1 5 0
7212 0 0 5
7213 0 2 3
7214 1 5 0
7215 1 5 0
7216 0 0 5
7217 1 5 0
7218 1 5 0
7219 1 5 0
7220 0 0 5
7221 0 0 5
7222 0 0 5
7223 0 0 5
7224 0 1 4
7225 0 0 5
7226 1 5 0
7227 1 6 0
7228 0 0 6
7229 0 1 4
7230 1 5 0
7231 0 1 4
7232 0 1 4
7233 1 5 0
7234 1 4 1
7235 0.5 3 3
7236 0 2 3
7237 1 5 0
7238 1 5 0
7239 0 1 5
7240 1 5 0
7241 1 5 0
7242 0 1 4
7243 1 4 1
7244 1 3 2
7245 0 0 5
7246 1 5 0
7247 1 6 0
7248 1 5 0
7249 1 3 2
7250 1 3 2
7251 1 5 0
7252 1 4 1
7253 1 5 0
7254 0 0 5
7255 1 5 0
7256 0 0 5
7257 0 0 5
7258 1 5 0
7259 0 0 5
7260 1 5 0
7261 1 5 1
7262 1 5 0
7263 0 0 5
7264 1 4 1
7265 0 2 3
7266 0 0 5
7267 1 6 0
7268 1 3 2
7269 0 0 5
7270 1 5 0
7271 1 3 2
7272 0 0 5
7273 1 5 0
7274 0 0 5
7275 1 5 0
7276 0 1 4
7277 0 1 4
7278 1 5 0
7279 0 1 4
7280 1 5 0
7281 0 0 5
7282 1 5 0
7283 1 6 0
7284 1 4 1
7285 0 2 3
7286 1 4 1
7287 1 5 0
7288 0 1 4
7289 0 1 4
7290 0 1 4
7291 1 5 0
7292 0 0 5
7293 0 1 4
7294 1 5 0
7295 0 0 5
7296 1 5 0
7297 0 0 5
7298 1 5 0
7299 0 0 5
7300 0 0 5
7301 1 5 0
7302 1 5 0
7303 1 5 0
7304 0 1 4
7305 1 5 0
7306 0 2 3
7307 1 5 0
7308 1 5 0
7309 0 0 5
7310 0 0 5
7311 1 5 0
7312 0 0 5
7313 1 5 0
7314 1 3 2
7315 1 5 0
7316 1 5 0
7317 1 5 0
7318 1 5 1
7319 0 1 4
7320 1 5 0
7321 1 5 0
7322 1 5 0
7323 1 5 0
7324 1 5 0
7325 0 0 5
7326 1 5 0
7327 1 5 0
7328 0 0 5
7329 1 5 0
7330 1 4 1
7331 1 5 0
7332 0 1 4
7333 0 1 4
7334 0 0 5
7335 0 0 5
7336 1 5 0
7337 1 5 0
7338 0 1 4
7339 1 5 0
7340 1 5 0
7341 1 5 0
7342 1 5 0
7343 0 2 3
7344 1 5 0
7345 0 1 4
7346 1 5 0
7347 1 5 0
7348 0 0 5
7349 0 1 4
7350 0 0 5
7351 1 5 0
7352 0 0 5
7353 1 5 0
7354 1 5 0
7355 0 2 3
7356 1 5 0
7357 1 5 0
7358 1 5 0
7359 1 5 0
7360 1 5 0
7361 1 5 0
7362 1 5 0
7363 1 4 1
7364 0 0 5
7365 1 5 0
7366 1 5 0
7367 1 5 0
7368 1 5 0
7369 1 3 2
7370 0 1 4
7371 1 5 0
7372 1 5 0
7373 1 5 0
7374 1 5 0
7375 1 5 0
7376 1 5 0
7377 1 3 2
7378 1 4 1
7379 0 2 3
7380 1 5 0
7381 0 2 3
7382 1 5 0
7383 0 0 5
7384 1 3 2
7385 1 5 0
7386 0 0 5
7387 1 5 0
7388 1 5 0
7389 1 5 0
7390 0 0 5
7391 0 2 3
7392 0 2 3
7393 1 5 0
7394 0 1 4
7395 0 1 4
7396 0 0 6
7397 1 5 0
7398 0 0 5
7399 0 1 4
7400 1 5 0
7401 1 5 0
7402 1 5 0
7403 0 1 4
7404 1 5 0
7405 1 5 0
7406 1 4 1
7407 0 2 3
7408 1 5 0
7409 1 5 0
7410 1 5 0
7411 0 1 4
7412 0 2 3
7413 1 6 0
7414 0 1 4
7415 0 2 3
7416 0 2 3
7417 1 4 1
7418 1 5 0
7419 0 1 4
7420 1 5 0
7421 1 5 0
7422 1 5 0
7423 0 0 5
7424 0 2 3
7425 1 5 0
7426 0 0 5
7427 1 5 0
7428 0 1 4
7429 1 5 0
7430 0 0 5
7431 1 5 0
7432 0 0 5
7433 0 1 4
7434 0 0 5
7435 1 5 0
7436 1 5 0
7437 1 5 0
7438 0 0 5
7439 0 1 4
7440 0 0 5
7441 1 5 0
7442 0 0 5
7443 1 5 0
7444 1 5 0
7445 0.5 3 3
7446 0 0 5
7447 0 1 3
7448 0 1 4
7449 0 0 5
7450 0 0 5
7451 1 5 0
7452 1 5 0
7453 1 5 0
7454 0 1 4
7455 1 5 0
7456 0 0 5
7457 1 5 0
7458 0 2 3
7459 1 3 2
7460 1 5 0
7461 1 5 0
7462 1 5 0
7463 0 0 5
7464 1 5 0
7465 0 0 5
7466 1 6 0
7467 0 2 3
7468 0 0 5
7469 0 0 5
7470 1 5 0
7471 0 0 5
7472 1 5 0
7473 0 0 5
7474 1 5 0
7475 1 3 2
7476 1 3 2
7477 1 5 0
7478 1 6 0
7479 0 0 5
7480 1 5 0
7481 1 5 0
7482 1 3 2
7483 0 2 3
7484 0 0 8
7485 0 0 5
7486 1 5 0
7487 1 4 1
7488 0 0 5
7489 1 5 0
7490 1 5 0
7491 1 4 1
7492 0 0 5
7493 0 1 5
7494 0 1 4
7495 1 5 0
7496 0 0 5
7497 1 5 0
7498 1 5 0
7499 0 2 3
7500 0 0 5
7501 0 1 4
7502 1 5 0
7503 1 5 0
7504 0 2 3
7505 1 5 0
7506 0 0 5
7507 1 5 0
7508 1 5 0
7509 1 4 1
7510 0 2 3
7511 1 5 0
7512 1 5 0
7513 1 5 0
7514 1 5 0
7515 1 6 0
7516 1 5 0
7517 1 5 0
7518 0 0 5
7519 1 5 0
7520 1 5 0
7521 0 2 3
7522 0 0 5
7523 1 3 2
7524 1 3 2
7525 1 5 0
7526 1 5 0
7527 1 5 0
7528 0 2 3
7529 0 1 4
7530 1 5 0
7531 0 0 5
7532 1 5 0
7533 0 1 4
7534 1 5 0
7535 0 1 5
7536 1 6 0
7537 1 5 0
7538 0 0 5
7539 1 4 1
7540 1 5 0
7541 1 5 0
7542 1 5 0
7543 0 0 5
7544 1 5 0
7545 1 5 0
7546 0 0 5
7547 1 5 0
7548 0 0 5
7549 0 1 4
7550 0 0 5
7551 1 5 0
7552 1 5 0
7553 1 5 0
7554 1 5 0
7555 1 6 0
7556 0 1 6
7557 1 5 0
7558 0 0 5
7559 1 7 0
7560 1 6 0
7561 1 5 0
7562 1 5 0
7563 1 3 2
7564 1 5 0
7565 1 5 0
7566 1 5 0
7567 1 5 0
7568 1 5 0
7569 0 1 5
7570 1 4 1
7571 0 1 4
7572 0 0 6
7573 0 1 4
7574 0 2 3
7575 0 2 3
7576 1 5 0
7577 0 0 5
7578 1 5 0
7579 1 5 0
7580 1 5 0
7581 0 2 3
7582 1 5 0
7583 0 1 4
7584 0 0 5
7585 0 0 5
7586 1 5 0
7587 0 1 4
7588 1 5 0
7589 0 0 5
7590 1 5 0
7591 1 5 0
7592 1 5 0
7593 0 0 5
7594 0 0 5
7595 0 2 3
7596 1 3 2
7597 1 5 0
7598 1 5 0
7599 1 4 1
7600 1 5 0
7601 0 0 5
7602 1 5 0
7603 0 0 5
7604 0 0 5
7605 1 5 0
7606 1 5 0
7607 1 5 0
7608 1 5 0
7609 0 2 3
7610 1 4 1
7611 1 5 0
7612 1 5 0
7613 1 5 0
7614 0 0 5
7615 0 1 4
7616 1 5 0
7617 1 5 0
7618 1 5 0
7619 1 5 0
7620 1 5 0
7621 1 3 2
7622 1 5 0
7623 0 0 5
7624 0 0 5
7625 1 5 0
7626 1 5 0
7627 1 4 1
7628 1 5 0
7629 1 5 0
7630 0 2 3
7631 1 5 0
7632 1 5 0
7633 1 4 1
7634 1 6 0
7635 1 5 0
7636 0 1 4
7637 0 0 5
7638 1 5 0
7639 1 5 0
7640 0 1 4
7641 0 1 4
7642 1 5 0
7643 0 2 3
7644 0 0 5
7645 1 5 0
7646 1 5 0
7647 0 2 4
7648 1 4 1
7649 1 3 2
7650 0 0 5
7651 1 5 0
7652 0 0 5
7653 0 1 4
7654 1 5 0
7655 1 5 0
7656 1 5 0
7657 0 2 3
7658 1 5 0
7659 1 5 0
7660 1 5 0
7661 1 3 2
7662 1 5 0
7663 1 5 1
7664 0 2 3
7665 1 5 0
7666 0 0 5
7667 0 0 5
7668 1 3 2
7669 1 3 2
7670 0 1 4
7671 1 5 0
7672 1 5 0
7673 1 6 0
7674 1 5 0
7675 0 0 5
7676 0 0 6
7677 1 5 0
7678 0 0 5
7679 1 5 0
7680 1 5 0
7681 1 5 0
7682 0 2 3
7683 1 5 0
7684 1 5 0
7685 0 1 4
7686 1 5 0
7687 0 0 5
7688 1 5 0
7689 1 3 2
7690 1 4 1
7691 1 5 0
7692 1 5 0
7693 1 3 2
7694 0 0 5
7695 0 2 3
7696 1 5 0
7697 1 3 2
7698 1 5 0
7699 1 5 0
7700 1 4 1
7701 1 5 0
7702 0 0 5
7703 0 2 3
7704 1 6 0
7705 1 4 1
7706 0 2 4
7707 0 0 5
7708 0 0 5
7709 1 5 0
7710 1 4 1
7711 1 6 0
7712 1 5 0
7713 1 6 0
7714 1 5 0
7715 1 5 0
7716 1 5 0
7717 0 0 5
7718 1 5 0
7719 0 2 3
7720 1 5 0
7721 1 5 0
7722 1 5 0
7723 0 1 4
7724 1 4 1
7725 1 5 0
7726 1 5 0
7727 1 5 0
7728 0 0 5
7729 1 5 0
7730 1 5 0
7731 1 5 0
7732 0 0 5
7733 1 5 0
7734 0 0 5
7735 0 0 6
7736 1 5 0
7737 0 0 5
7738 1 5 0
7739 1 5 0
7740 0 0 5
7741 0 0 5
7742 0 1 4
7743 1 5 0
7744 0 0 5
7745 0 1 4
7746 1 5 0
7747 1 3 2
7748 0 1 4
7749 1 5 0
7750 0 0 5
7751 1 5 0
7752 1 4 1
7753 1 5 0
7754 0 1 4
7755 1 5 0
7756 1 5 0
7757 1 6 0
7758 1 5 0
7759 1 3 2
7760 0 2 4
7761 0 2 3
7762 0 0 5
7763 1 5 0
7764 1 5 0
7765 1 5 0
7766 1 5 0
7767 1 5 0
7768 1 5 0
7769 1 5 0
7770 1 5 0
7771 0 0 5
7772 0 0 5
7773 1 5 0
7774 1 5 0
7775 1 6 0
7776 0 1 4
7777 1 5 0
7778 1 5 0
7779 0 2 3
7780 1 4 1
7781 1 5 0
7782 1 4 1
7783 1 5 0
7784 0 2 3
7785 1 3 2
7786 1 5 0
7787 0 0 5
7788 1 5 0
7789 1 5 0
7790 1 5 0
7791 1 5 0
7792 1 5 0
7793 0 0 5
7794 0 0 5
7795 0 0 5
7796 1 5 0
7797 1 4 1
7798 0 0 5
7799 1 5 0
7800 1 5 0
